Name,Nationality,National_Position,Club_Position,Height,Weight,Preffered_Foot,Age,Work_Rate,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
Brennan Dickenson,England,,LWB,183,81,Left,24,Medium / Medium,3,2,60,64,59,57,60,60,43,51,55,54,67,57,52,81,90,71,76,71,80,70,51,69,62,59,69,56,54,56
Oh Ban Seok,Korea Republic,,LCB,189,81,Right,28,Low / High,3,2,29,24,60,59,64,63,55,58,33,45,26,29,26,48,39,61,84,41,68,75,68,34,21,16,29,28,35,30
Matías Ballini,Argentina,,Res,173,75,Right,28,Low / High,4,2,54,52,62,65,64,85,57,65,40,55,36,58,55,64,63,70,70,72,64,68,50,56,35,34,38,27,35,40
Stefan van der Lei,Netherlands,,Sub,186,79,Right,24,Medium / Medium,3,1,24,13,19,18,17,27,56,19,35,31,13,24,19,44,47,38,59,40,37,58,12,25,19,17,19,14,26,18
Kristinn Steindórsson,Iceland,,LS,177,70,Right,26,Medium / Medium,3,2,62,63,28,27,21,42,56,17,57,54,63,54,49,75,69,63,55,74,76,58,37,51,52,55,62,54,60,48
Papa Diouf,Senegal,,Sub,180,71,Right,27,High / Medium,3,3,60,63,21,24,27,50,57,18,54,64,54,60,47,81,90,70,71,67,75,70,44,66,58,54,45,34,55,62
Jamie Sendles-White,Northern Ireland,,Res,188,85,Right,22,Medium / Medium,3,2,54,50,62,61,62,56,47,56,38,45,38,59,52,68,66,57,73,65,57,71,61,42,29,32,29,39,46,33
Henri Anier,Estonia,,RS,183,83,Right,26,Medium / Medium,4,2,58,60,13,13,16,30,50,36,58,47,30,47,32,80,78,59,72,61,74,61,61,74,61,59,38,30,66,54
Jon Helge Tveita,Norway,,RM,184,80,Right,25,Medium / High,3,2,62,63,62,54,57,63,60,61,57,54,55,60,56,69,73,73,70,53,57,60,56,64,50,60,53,39,40,48
Adam Campbell,England,,Res,170,73,Right,22,Medium / Low,2,2,58,60,20,14,19,31,60,16,46,53,45,58,50,81,90,53,54,81,80,79,60,64,59,54,59,40,63,56
Christy Pym,England,,GK,182,70,Right,21,Medium / Medium,4,1,24,19,18,17,18,21,53,14,14,29,11,32,37,44,48,28,44,65,49,60,15,23,13,16,15,42,23,17
Ryan Brunt,England,,Sub,185,75,Right,23,High / Medium,4,2,63,49,19,15,26,47,52,30,44,61,41,51,41,75,64,76,82,63,62,73,64,69,61,56,45,26,58,49
Tom Hopper,England,,Sub,186,76,Left,23,Medium / Medium,3,2,62,52,18,14,23,48,60,15,58,59,44,54,36,61,69,68,76,63,68,76,63,56,62,50,42,30,61,58
Henrik Kjelsrud Johansen,Norway,,Sub,182,84,Right,24,Medium / Medium,3,2,63,47,21,26,38,68,57,22,44,53,23,46,28,68,65,68,78,60,60,73,66,63,61,43,33,32,55,52
Tom Thorpe,England,,Sub,188,89,Right,24,Medium / Low,3,2,62,39,62,63,64,61,64,62,54,65,34,61,45,63,53,67,68,49,58,71,64,43,23,43,28,43,44,33
Cameron McGeehan,Northern Ireland,,Sub,180,71,Right,21,High / Medium,3,2,59,57,34,53,60,55,59,50,66,46,45,60,64,67,68,72,69,70,70,61,52,61,62,54,44,56,64,46
Abel Masuero,Argentina,,Sub,185,80,Right,29,Medium / Medium,3,2,58,40,68,62,65,70,64,65,42,60,46,51,54,56,61,65,76,47,45,65,68,72,28,50,49,60,43,35
Kurtis Guthrie,England,,RS,191,70,Right,23,High / Medium,3,2,61,63,42,42,48,37,52,36,52,54,47,62,56,76,69,60,62,62,59,68,58,64,63,54,40,27,63,43
Mergim Brahimi,Kosovo,,LDM,172,65,Right,24,High / Medium,3,3,58,66,49,34,47,50,57,34,55,54,50,57,55,75,80,58,55,80,80,56,48,58,50,37,53,51,54,43
Daniel Schütz,Austria,,RM,169,66,Right,25,High / Medium,3,3,61,65,21,23,25,49,48,22,43,44,63,59,58,85,81,72,28,91,93,86,58,64,55,59,71,61,64,58
Jamal Blackman,England,,GK,199,92,Right,23,Medium / Medium,3,1,19,14,19,12,13,20,53,21,14,24,13,31,18,45,47,40,58,29,33,57,18,23,19,16,18,12,41,17
James Baxendale,England,,Sub,173,70,Right,24,High / Medium,3,3,61,65,24,28,36,35,56,27,59,53,60,59,55,77,71,70,56,83,84,56,33,62,56,56,59,53,54,57
Fernando Lewis,Netherlands,,Res,180,68,Right,24,High / Medium,2,3,64,67,51,57,58,66,62,68,60,56,56,62,61,78,84,44,64,72,75,74,61,66,57,54,54,21,54,61
Yven Moyo,France,,Sub,182,62,Left,25,Medium / Medium,3,3,61,61,43,49,39,51,59,49,59,53,58,61,59,66,71,67,65,74,76,62,57,51,54,52,54,62,70,56
Toni Vastić,Austria,,Sub,190,82,Right,24,Medium / Medium,3,3,60,61,15,16,20,38,56,30,58,40,44,56,48,63,68,65,76,53,57,33,68,65,55,59,52,46,63,59
Adil Nabi,England,,Sub,175,70,Right,23,Medium / Medium,3,3,65,67,24,17,17,67,57,38,57,59,50,61,45,68,65,60,58,69,75,65,55,62,59,58,61,66,61,55
Chris Kane,Scotland,,Sub,180,76,Right,22,High / Medium,3,2,65,67,33,34,45,52,63,28,27,43,44,44,53,77,81,40,39,75,70,72,65,69,64,58,54,51,49,58
Liam Polworth,Scotland,,Sub,178,64,Right,22,Medium / Medium,3,2,64,62,42,45,53,42,62,55,59,60,54,65,58,72,70,66,57,80,73,46,46,56,49,60,44,52,45,51
Mickaël Barreto,France,,LM,174,63,Right,26,Medium / Medium,4,2,57,68,21,18,17,36,57,32,56,44,57,63,48,79,76,63,47,74,77,68,47,57,60,52,48,53,55,52
Damian Byrtek,Poland,,Sub,195,88,Right,26,Medium / Medium,3,2,30,25,61,61,56,80,64,57,54,46,34,33,39,65,70,74,86,34,42,39,65,23,12,23,32,40,34,24
Sebastian Ziajka,Poland,,Sub,182,75,Left,34,High / Low,4,2,58,56,58,61,61,64,68,60,50,49,62,60,55,59,63,64,70,70,69,66,54,67,44,60,54,55,49,66
Ryan Jackson,England,,Sub,175,65,Right,26,High / Medium,3,2,59,60,59,57,62,29,62,48,36,38,57,58,53,84,82,81,81,80,83,79,37,57,43,26,33,35,41,50
Fabinho,Brazil,,Sub,178,78,Left,25,High / Medium,3,3,58,59,18,24,23,42,59,23,53,57,55,59,50,84,85,73,58,60,79,44,45,53,52,50,58,51,52,51
Alex Horwath,United States,,Sub,190,88,Right,30,Medium / Medium,3,1,19,17,13,9,17,32,54,22,37,37,17,32,33,50,55,43,46,35,27,63,18,35,13,15,10,14,17,9
Sonny Bradley,England,,LCB,196,90,Left,25,Medium / High,3,2,48,38,61,58,60,76,50,60,43,47,36,55,46,64,52,71,75,36,59,67,60,35,29,27,20,22,19,17
Joel Chianese,Australia,,Sub,176,75,Right,27,Medium / High,3,2,64,58,33,45,34,35,61,38,59,59,51,61,50,66,73,65,59,64,70,48,42,60,59,54,61,52,55,65
Miles Storey,England,,Sub,180,70,Right,23,High / Low,3,3,61,60,22,28,35,48,58,26,45,47,47,46,37,78,79,71,70,68,80,63,54,57,64,50,53,48,51,56
Daniel Devine,Republic of Ireland,,LCB,188,75,Right,23,Low / High,1,2,30,19,70,57,60,82,52,64,24,26,18,23,21,38,35,59,72,30,33,65,65,39,26,23,19,18,48,23
Dominic Vose,England,,LM,178,76,Right,23,Medium / Low,3,3,66,68,18,17,20,46,55,23,64,66,54,61,61,66,64,64,64,82,72,61,39,56,51,61,51,56,57,53
Ellis Harrison,Wales,,Sub,180,79,Right,23,High / Medium,4,3,60,61,33,37,40,67,49,33,55,58,56,58,46,84,83,61,64,72,82,82,57,64,63,52,58,48,68,53
Anders Bååth,Sweden,,RCM,186,84,Right,25,High / High,2,2,58,56,45,55,59,82,64,56,61,53,49,61,59,58,66,88,74,61,56,72,66,68,45,58,45,42,51,50
Haydn Hollis,England,,RCB,193,86,Left,24,Medium / Medium,2,2,54,39,58,57,62,62,48,59,28,50,33,56,47,42,55,63,81,34,33,58,65,36,22,22,22,21,27,13
Jacob Ericsson,Sweden,,Sub,180,65,Left,23,High / Medium,2,2,61,63,57,60,61,56,58,56,53,58,55,57,52,80,82,72,57,70,73,60,41,53,40,46,59,49,44,42
Guðmundur Kristjánsson,Iceland,,RCM,180,82,Right,28,Medium / Medium,3,2,63,59,58,57,60,70,62,57,54,60,58,66,62,62,73,70,72,74,70,71,60,71,52,53,52,47,52,53
Paul McCallum,England,,RS,191,75,Right,23,Medium / Medium,2,3,58,54,19,20,22,67,50,14,33,43,51,54,43,67,69,64,71,50,63,57,68,65,64,53,54,47,59,58
Michael Harriman,Republic of Ireland,,RB,167,74,Right,24,High / Medium,2,2,56,59,55,56,60,59,49,56,43,41,59,56,46,73,79,83,70,80,75,84,60,45,43,52,40,29,44,54
Jack McBean,United States,,Sub,183,79,Right,22,Medium / Medium,3,2,59,59,20,22,23,61,56,25,45,54,38,39,31,63,66,55,79,66,59,64,61,75,60,46,61,70,63,59
Im Ha Ram,Korea Republic,,LCB,186,87,Right,26,Low / High,3,2,40,34,59,62,63,66,52,54,33,47,42,55,50,70,72,78,80,69,66,58,61,36,35,33,33,36,34,31
Li Jianbin,China PR,Sub,Res,184,75,Right,27,Low / High,3,2,36,12,66,70,68,79,71,51,31,45,37,51,37,64,60,78,74,63,68,77,22,21,19,23,35,30,28,21
Roberto Lopes,Republic of Ireland,,Sub,180,75,Right,24,Medium / High,3,2,57,48,61,60,62,72,53,56,49,59,43,61,58,55,54,77,83,63,52,74,56,43,23,25,36,28,39,27
Eirik Birkelund,Norway,,RCM,179,77,Right,23,High / Medium,4,3,75,66,43,49,50,37,54,56,57,74,49,64,58,72,75,79,69,70,76,49,44,66,40,53,66,59,63,40
Louis Bostyn,Belgium,,Sub,195,86,Right,23,Medium / Medium,3,1,13,4,9,7,8,34,59,29,27,31,19,20,19,31,36,30,70,32,37,55,5,3,2,10,20,21,24,8
Mikkel Engvang Cramer,Denmark,,LB,184,84,Left,25,Medium / Medium,3,3,61,56,58,58,62,59,62,53,52,53,63,64,58,72,72,66,65,68,72,58,50,68,53,48,49,48,54,49
Jakub Słowik,Poland,,Sub,190,82,Right,25,Medium / Medium,2,1,10,14,12,13,14,24,30,16,24,5,14,20,21,46,32,21,57,36,34,46,14,13,15,14,11,18,18,15
Ben Garratt,England,,GK,185,66,Right,22,Medium / Medium,2,1,22,11,11,11,15,39,46,15,49,35,12,12,15,51,48,30,49,58,56,60,14,21,12,13,13,15,13,15
Jamie Reckord,England,,Sub,178,83,Left,25,Medium / Medium,3,2,58,56,59,57,60,55,54,58,45,57,56,60,49,69,72,77,70,70,63,63,57,53,46,24,49,45,45,17
Alessandro Salvi,Italy,,RB,183,76,Right,28,Medium / Medium,2,2,63,61,54,56,56,70,67,56,63,65,54,63,61,71,70,74,62,64,73,71,54,62,45,57,45,59,60,52
Lawson D'Ath,England,,Sub,175,77,Right,24,Medium / Medium,3,2,62,58,41,43,45,62,55,52,57,54,57,58,59,72,71,82,58,76,83,62,47,63,60,64,57,35,49,55
Clark Robertson,Scotland,,LCB,188,76,Left,23,Medium / Medium,3,2,59,57,56,59,61,63,56,58,48,61,50,57,49,65,72,72,72,63,71,72,59,35,22,28,51,36,33,17
Conor Thomas,England,,Sub,185,72,Right,23,Medium / Medium,3,2,63,52,56,62,58,61,62,59,62,66,56,64,65,69,72,73,73,72,74,60,60,56,42,51,38,48,47,36
Eray İşcan,Turkey,,Sub,197,84,Right,25,Medium / Medium,1,1,21,11,11,17,19,24,58,19,39,18,16,26,24,32,37,26,62,40,41,63,11,20,11,11,12,14,14,15
Ryan Connolly,Republic of Ireland,,CAM,173,66,Left,25,Medium / Medium,3,2,60,57,47,45,57,58,58,52,67,58,57,65,60,63,73,75,66,70,80,70,49,56,50,56,60,56,55,49
Jimmy Spencer,England,,Sub,185,79,Right,25,Medium / Medium,2,2,66,56,12,22,25,73,61,28,44,63,42,57,44,71,64,72,75,57,63,70,58,61,58,55,54,36,60,58
Marcus Vinícius,Brazil,,RM,182,72,Right,33,Medium / Medium,3,2,62,68,45,42,45,40,66,42,23,59,47,68,57,71,73,68,64,60,67,47,63,63,71,60,54,45,70,63
Jonas Lindberg,Sweden,,LS,177,70,Right,28,Medium / High,2,3,64,63,43,45,50,60,62,43,67,64,51,63,55,65,58,68,58,75,71,71,52,60,63,63,51,54,40,55
Joseph Biersard,Belgium,,Sub,184,90,Right,25,Medium / Medium,2,1,21,14,14,11,12,18,55,22,18,13,13,15,12,53,45,25,67,61,57,64,15,11,11,13,18,14,17,13
Robbie Benson,Republic of Ireland,,CAM,175,77,Left,24,Medium / Medium,3,3,62,65,46,44,54,48,49,46,53,51,56,68,67,76,76,71,56,71,84,54,54,66,59,65,58,58,58,68
Endoğan Adili,Switzerland,,Res,170,61,Left,22,Medium / Medium,3,3,66,69,30,34,41,41,54,37,45,41,34,60,52,76,78,60,24,90,72,82,42,61,60,52,26,31,52,45
Martin Rauschenberg,Denmark,,Sub,189,84,Right,25,Medium / Medium,2,2,48,42,60,57,60,74,57,60,34,53,29,52,50,55,61,59,76,57,55,58,61,44,32,33,23,35,26,26
Willi Evseev,Kazakhstan,,Res,179,73,Left,25,Medium / Medium,3,3,65,64,26,30,48,39,53,58,66,46,59,66,64,65,62,33,47,68,63,67,55,49,48,47,63,47,48,39
Song Chang Ho,Korea Republic,,Sub,180,76,Right,31,High / High,3,3,51,54,56,49,52,56,67,68,55,49,63,66,62,78,80,80,62,65,75,76,51,68,62,68,55,62,63,62
Brendan Hamill,Australia,,Sub,185,79,Right,24,Medium / Medium,3,2,54,39,60,59,64,66,55,59,42,44,43,55,58,64,64,49,68,57,64,67,62,55,33,52,25,31,47,59
Josh Rose,Australia,,LB,179,76,Left,35,Medium / High,4,2,59,58,61,58,62,60,60,59,58,58,60,56,57,68,66,73,68,61,64,67,48,38,54,57,62,37,59,21
Kristoffer Barmen,Norway,,RCM,190,76,Right,23,Medium / Medium,3,2,64,54,56,55,60,68,64,56,53,65,49,61,59,67,61,77,72,56,57,70,67,75,62,65,51,62,54,47
Nicky Low,Scotland,,LCM,168,65,Left,25,Medium / Medium,3,3,65,63,54,51,55,67,59,57,61,61,56,64,58,71,70,71,37,90,72,61,58,54,49,43,46,56,41,37
Jake Jervis,England,,RM,191,82,Right,25,Medium / Medium,3,3,61,62,28,18,26,53,66,24,54,60,40,59,42,80,77,75,70,54,69,58,61,61,58,55,27,29,57,31
Yannick Kakoko,Congo,,Sub,172,70,Right,27,Medium / Medium,3,3,71,71,56,57,62,56,71,64,67,75,45,59,49,67,71,59,61,73,61,57,61,58,65,63,45,48,65,51
Andreas Andersson,Sweden,,Sub,192,88,Right,26,Medium / Medium,3,1,24,13,13,15,17,13,55,21,30,29,12,24,19,30,27,32,66,32,38,55,16,18,11,14,19,15,17,13
Kwesi Appiah,Ghana,,Res,180,80,Right,26,High / Low,4,2,55,54,27,25,31,47,66,37,40,64,49,53,43,85,84,59,60,82,80,67,51,56,62,54,50,47,58,51
Alex Wynter,England,,Sub,183,84,Right,23,Medium / High,3,2,48,43,61,63,61,58,59,50,39,42,49,55,52,66,72,66,73,73,64,70,64,47,45,49,46,49,45,42
Adolfo Machado,Panama,,RCB,182,71,Right,32,Low / High,2,2,34,22,66,62,65,62,57,68,60,50,33,37,40,68,68,70,76,62,59,64,39,42,27,37,27,33,44,19
Edemir Rodríguez,Bolivia,RB,Res,176,70,Right,32,Low / Medium,3,2,62,23,69,68,61,80,59,69,54,53,30,53,59,68,69,78,42,75,66,76,35,45,17,16,29,38,36,18
John Dunleavy,Republic of Ireland,,RB,183,71,Right,25,Medium / Medium,4,2,59,49,63,61,63,56,56,58,56,56,59,60,56,60,60,79,56,53,51,77,55,52,42,15,42,36,47,33
Mark Halstead,England,,Sub,191,89,Right,27,Medium / Medium,2,1,23,15,14,17,11,36,52,22,39,33,13,23,32,51,47,25,67,33,26,66,18,14,15,15,15,12,13,15
Ryang Yong Gi,Korea DPR,,LF,173,72,Right,35,Medium / Medium,3,2,66,64,29,38,42,47,70,62,67,57,66,68,67,36,49,55,69,74,69,42,46,52,53,64,53,53,49,45
Emil Drozdowicz,Poland,,Sub,177,72,Right,30,High / Low,4,3,58,61,13,22,25,49,52,43,51,45,57,61,34,76,73,63,74,71,72,58,45,63,65,58,43,55,53,62
Cristian Montano,Colombia,,LM,180,76,Left,25,Medium / Medium,3,3,61,65,32,39,43,65,57,42,40,40,60,58,49,80,79,64,57,72,83,60,36,64,58,52,62,51,55,55
Jordan Cook,England,,CAM,175,80,Right,27,Medium / Medium,3,3,62,62,15,25,30,44,55,19,57,51,56,61,53,74,72,75,58,79,83,63,55,55,59,57,66,54,60,54
Troy Brown,Wales,,RCB,185,77,Right,26,Medium / Medium,2,2,48,30,56,58,60,61,53,55,41,48,34,58,50,62,67,79,82,63,65,83,63,51,25,20,33,30,31,25
James Hanson,England,,RS,193,78,Left,29,High / Medium,3,2,61,43,29,22,24,63,65,31,54,71,29,47,25,30,34,91,91,56,60,84,74,71,61,58,46,23,59,62
Olly Lee,England,,Sub,181,80,Right,25,Medium / Medium,3,3,63,58,45,46,53,70,57,57,66,67,54,62,60,60,69,70,67,62,63,71,53,63,53,56,61,54,53,49
Ashley Hemmings,England,,Sub,170,72,Left,26,Medium / Medium,3,3,61,65,20,24,31,53,56,40,48,57,56,56,47,84,88,74,58,89,82,70,48,69,54,52,44,57,48,52
Fran,Spain,,Sub,182,82,Right,29,Medium / Medium,2,1,19,12,12,10,9,20,70,23,25,21,14,19,24,38,32,33,53,53,35,65,10,22,13,9,18,25,15,15
Soufiane Bidaoui,Morocco,,Sub,168,63,Right,26,High / Medium,4,3,66,65,23,24,21,49,61,30,57,60,55,61,55,75,73,70,46,76,77,47,48,62,50,57,62,56,55,54
Hwang Jae Hun,Korea Republic,,LB,178,71,Left,26,Medium / Medium,3,3,60,62,62,56,62,54,60,58,47,46,60,60,58,62,68,77,73,83,78,76,55,55,45,60,56,41,46,44
Sultan Khalef Al Beshi,Saudi Arabia,,RB,174,68,Right,27,Medium / Medium,3,2,54,51,59,60,58,61,59,62,47,40,55,54,64,75,64,87,72,71,76,60,53,55,43,50,35,18,34,30
Sean McConville,England,,LM,180,74,Right,28,High / Medium,3,3,60,62,34,38,39,48,48,41,60,60,59,56,50,80,79,70,57,68,73,59,32,57,58,60,57,61,38,44
Hakeem Araba,England,,LS,191,102,Right,26,Medium / Medium,2,3,58,52,21,28,24,75,56,28,50,55,29,48,35,55,64,56,94,35,33,62,62,76,60,58,37,39,62,62
Dominik Hofbauer,Austria,,Sub,181,76,Left,26,Medium / Medium,3,3,66,70,48,55,49,57,58,48,58,55,62,65,62,68,66,73,68,72,75,66,57,72,56,65,60,71,63,56
Reuben Noble-Lazarus,England,,Sub,180,86,Left,23,Medium / Medium,4,2,62,64,20,20,30,59,61,17,56,61,48,56,53,77,78,54,71,61,70,65,54,62,61,59,53,34,59,56
Dane Massey,Republic of Ireland,,LB,183,74,Left,28,Low / Medium,3,2,60,56,59,62,61,68,60,60,59,65,61,60,58,55,62,73,59,65,73,78,63,56,50,58,60,67,50,50
Bartosz Rymaniak,Poland,,RB,189,80,Right,27,Medium / High,2,2,52,50,59,63,66,70,51,64,41,62,62,62,64,55,54,80,79,49,58,70,59,61,27,53,36,32,35,43
Sam Slocombe,England,,GK,183,75,Right,28,Medium / Medium,3,1,17,11,13,12,14,31,58,22,38,23,17,37,39,44,32,40,45,54,56,58,11,25,14,15,11,11,19,16
Shannon Cole,Australia,,Sub,176,75,Right,32,Medium / Medium,5,3,64,63,64,64,62,42,59,59,57,57,68,59,58,62,60,61,55,56,60,54,44,60,50,60,68,71,59,59
Kjell Knops,Netherlands,,Sub,184,75,Left,29,Medium / Medium,3,2,66,59,56,58,60,63,62,53,52,57,65,58,53,68,70,69,75,57,63,68,64,46,48,48,55,54,45,39
Enrico Pezzi,Italy,,Sub,180,68,Right,27,Medium / High,3,2,44,29,61,59,62,70,64,66,34,58,53,43,37,54,69,64,71,42,43,73,58,38,17,18,39,33,37,16
David Ball,England,,LS,183,75,Right,27,High / Low,3,3,66,62,23,26,12,31,65,34,51,43,42,44,27,72,69,54,58,61,80,34,57,66,60,59,54,58,67,45
Ryan McGivern,Northern Ireland,,Sub,188,79,Left,27,Medium / High,3,2,52,50,59,57,58,75,58,58,44,57,54,56,55,59,51,67,74,63,52,69,61,51,32,43,48,33,39,32
Ryan Donaldson,England,,Res,185,80,Right,25,Medium / Medium,3,2,63,60,38,43,50,38,57,40,56,54,63,58,60,72,71,74,58,70,72,69,37,64,55,59,64,58,48,51
Michael Görlitz,Germany,,RB,171,73,Right,30,High / Medium,4,3,71,68,53,52,54,48,65,58,65,68,65,66,56,77,74,65,55,90,83,71,32,60,58,62,63,64,65,60
Andrew Boyce,England,,Sub,190,80,Right,27,Medium / Medium,3,2,46,15,57,52,61,61,62,57,18,48,15,52,24,65,70,64,80,37,44,70,64,23,20,16,37,38,31,15
Marcus Diniz,Brazil,,CB,182,80,Right,29,Medium / Medium,3,2,49,40,56,62,57,74,62,55,46,53,35,44,49,72,52,55,80,61,60,70,62,72,26,37,30,39,46,33
Przemysław Trytko,Poland,,Sub,189,83,Left,29,Medium / Medium,3,2,53,62,27,32,42,71,54,46,52,60,45,51,44,53,57,73,73,47,60,48,65,65,60,52,50,46,61,57
Florian Hart,Austria,,RB,178,72,Right,26,High / Medium,3,2,61,60,61,59,59,71,62,54,48,43,59,58,49,69,75,72,58,64,74,59,49,52,51,38,47,30,31,42
Philip Hellquist,Sweden,,Res,184,73,Right,25,Medium / Medium,3,2,63,51,40,52,54,74,62,54,56,62,58,64,56,73,74,90,59,61,70,50,53,65,55,54,59,63,45,51
Jesper Florén,Sweden,,RB,179,75,Right,26,Medium / Medium,3,3,54,58,60,64,62,47,59,58,54,55,56,51,45,73,64,77,57,73,73,66,42,46,38,37,52,44,32,44
Erwin Zelazny,France,,Sub,186,80,Left,25,Medium / Medium,2,1,34,12,9,13,16,19,49,25,22,52,8,37,28,46,42,21,59,37,30,52,12,12,7,8,6,7,13,9
Thomas Salamon,Austria,,LB,175,70,Left,28,High / Medium,4,2,65,64,62,67,63,43,50,40,65,35,66,61,60,66,69,72,56,75,76,71,55,52,55,46,61,58,55,47
Seámus Conneely,Republic of Ireland,,RDM,175,68,Right,28,Medium / Medium,3,2,59,54,58,60,61,64,61,61,60,61,53,61,59,68,66,77,73,81,72,80,54,55,40,44,40,39,52,37
Cho Dong Gun,Korea Republic,,Sub,180,75,Right,30,Medium / Medium,3,3,60,60,12,16,21,56,63,34,63,55,50,56,55,76,78,70,70,71,50,73,63,59,52,46,47,37,66,60
Sebastian Rajalakso,Sweden,,LM,187,82,Right,28,High / High,3,2,62,62,36,30,33,73,56,33,55,54,58,58,54,72,78,80,72,62,56,58,54,77,52,67,63,65,54,59
Graham Cummins,Republic of Ireland,,LS,178,75,Right,29,High / Low,2,2,53,54,30,26,29,67,60,46,48,52,49,58,42,74,72,84,75,67,70,83,68,60,60,49,43,35,56,49
Stephan Palla,Philippines,,LB,173,73,Left,27,Medium / Medium,3,2,64,58,60,61,60,65,54,56,36,59,57,58,48,75,73,74,58,84,81,72,48,38,35,32,25,15,30,22
Peter Friis Jensen,Denmark,,GK,190,91,Right,28,Medium / Medium,2,1,22,14,14,11,12,29,52,11,45,18,11,21,18,29,38,30,27,31,36,57,13,16,14,12,19,16,16,14
Will Atkinson,England,,RM,178,67,Right,28,High / High,3,3,62,60,53,47,58,63,54,59,52,47,58,59,54,71,71,92,70,72,71,56,43,58,53,51,46,48,54,47
Mark Oxley,England,,Sub,190,73,Right,26,Medium / Medium,2,1,17,11,13,13,13,36,47,26,13,11,13,15,14,31,28,25,57,52,55,44,11,13,12,14,16,11,13,15
Antonio Pedroza,England,,Res,173,72,Right,26,Medium / Medium,3,2,62,57,25,26,20,41,52,31,49,45,58,59,53,66,63,51,63,78,67,81,63,68,65,59,47,36,61,61
James Dunne,England,,RDM,180,76,Right,27,Medium / High,3,2,60,57,50,61,59,76,57,69,62,49,49,61,60,58,54,80,77,68,70,83,52,66,46,62,48,59,43,63
Callum Kennedy,England,,LB,185,80,Left,27,High / Medium,3,2,58,54,60,56,56,49,59,55,56,47,61,61,59,71,72,80,71,63,61,58,49,32,42,36,61,60,58,30
Peter Vincenti,England,,Sub,191,76,Right,30,Medium / High,3,2,55,64,48,56,53,74,62,47,56,52,55,60,49,69,69,73,79,44,63,78,73,57,60,62,42,42,55,48
Daniel Offredi,Italy,,Sub,190,84,Right,29,Medium / Medium,1,1,18,4,12,9,7,21,63,21,43,62,10,22,14,54,56,30,65,43,52,70,20,22,12,10,19,14,23,4
Ian Bermingham,Republic of Ireland,,LB,177,73,Left,27,High / High,3,2,55,57,58,57,58,68,55,56,50,55,60,61,55,72,70,85,57,57,75,75,58,55,42,45,32,29,41,53
Joe Partington,Wales,,Sub,188,76,Right,26,Medium / Medium,3,2,63,58,65,63,66,63,51,59,67,59,44,67,62,61,67,68,70,69,58,57,61,37,33,35,27,30,30,36
Lasse Rise,Denmark,,Sub,178,79,Right,30,High / Low,1,2,61,64,24,13,25,55,53,15,51,49,62,47,50,75,67,66,70,75,81,68,47,68,61,62,63,65,34,54
James Dayton,England,,Sub,172,64,Left,28,Medium / Medium,4,4,61,66,18,25,35,26,57,18,57,59,55,57,54,80,78,58,50,82,86,59,28,59,53,58,68,66,58,54
Jules Goda,Cameroon,Sub,Sub,190,88,Right,27,Medium / Medium,3,1,22,10,10,12,10,11,55,16,15,13,12,29,28,52,53,33,70,37,42,66,16,20,11,10,10,13,15,18
Nicky Featherstone,England,,CDM,170,71,Right,28,Medium / Medium,3,2,65,63,50,35,42,53,55,51,61,60,65,67,57,74,76,71,57,83,74,59,56,64,58,60,58,41,55,57
Karl Sheppard,Republic of Ireland,,Sub,181,80,Right,26,High / Medium,3,2,57,59,12,16,12,53,53,17,57,52,57,56,42,91,85,70,75,62,76,79,58,55,58,55,42,33,63,53
Danny Philliskirk,England,,Sub,178,72,Right,25,High / Medium,2,3,62,61,36,18,48,40,54,43,55,60,50,58,46,79,75,81,61,74,72,71,57,63,63,60,47,51,58,56
Josh Law,England,,Sub,173,70,Right,27,Medium / Medium,3,2,56,58,60,61,65,61,54,60,55,45,61,58,49,72,70,73,48,77,72,30,28,53,35,42,33,56,33,30
Matt Simon,Australia,,Sub,188,78,Right,31,High / High,3,2,63,52,51,39,49,79,59,48,49,39,48,39,37,49,59,86,81,33,48,46,64,66,63,59,38,29,64,36
Neal Bishop,England,,Sub,186,81,Right,35,Medium / High,3,2,62,56,52,64,62,76,64,58,58,52,43,64,58,68,51,80,75,58,66,72,57,57,56,55,45,53,47,44
Josh McQuoid,Northern Ireland,,Sub,176,73,Right,27,Medium / Low,3,2,62,61,30,33,35,38,55,48,58,57,62,60,40,78,76,71,56,74,81,62,56,61,60,56,66,42,59,59
Medy Elito,England,,Sub,180,69,Right,27,Medium / Medium,3,3,62,68,18,28,32,37,45,16,55,35,61,50,55,86,82,73,39,72,92,63,29,67,44,64,52,53,59,55
Colin Daniel,England,,LW,180,73,Left,29,Medium / Medium,2,2,59,64,47,49,50,49,43,51,49,47,58,60,52,83,86,73,83,64,79,76,48,70,58,54,53,59,52,58
Yang Shanping,China PR,RCB,Res,188,80,Right,29,Medium / Medium,3,3,57,51,67,68,69,73,59,63,31,40,44,55,51,62,65,63,68,59,63,72,35,33,38,42,29,31,26,41
